name,recclass,mass,fall,year,reclat,reclong
Dhofar 686,L6,530,Found,2001,19.344500,54.728350
Dhofar 685,H5/6,379,Found,2001,19.345380,54.735050
Dhofar 548,H4,3677,Found,2001,19.349170,54.568330
Dhofar 545,LL4,513,Found,2001,19.352250,54.638280
Dhofar 315,H5,411.25,Found,2001,19.353330,54.825000
Dhofar 688,L5,513,Found,2001,19.353350,54.740200
Jiddat al Harasis 317,H5,21472,Found,2001,19.363120,55.557230
Dhofar 689,H5/6,503,Found,2001,19.375130,54.748530
Dhofar 547,L5,514,Found,2001,19.379190,54.167860
Dhofar 1754,Howardite,580,Found,2001,19.393000,54.554170
Al Huqf 060,L~6,913.1,Found,2001,19.405180,57.268180
Dhofar 691,L5,428,Found,2001,19.406720,54.758220
Dhofar 690,L6,1769,Found,2001,19.411800,54.761880
Al Huqf 053,H~5,854.7,Found,2001,19.612870,57.270380
Al Huqf 054,L~6,2936.5,Found,2001,19.616120,57.269800
Al Huqf 055,H4,1865.6,Found,2001,19.640730,57.288570
Al Huqf 052,H~5,1319.4,Found,2001,19.656750,57.043300
Jiddat al Harasis 124,L5,1414,Found,2001,19.800000,54.800000
Tiffa 007,H5,9250,Found,2001,20.201170,11.587000
Tiffa 008,CO3,1149,Found,2001,20.358330,11.850000
Adrar Bous,EL5,360,Found,2001,20.500000,9.000000
Point Berliet,H5,42000,Found,2001,20.537000,9.537830
Sayh al Uhaymir 074,H5,410.5,Found,2001,20.627500,57.164330
Sayh al Uhaymir 072,H5,6750,Found,2001,20.638170,57.169000
Sayh al Uhaymir 073,H5,1899.1,Found,2001,20.651500,57.169000
Sayh al Uhaymir 075,H3-5,4261.2,Found,2001,20.684500,57.140670
Sayh al Uhaymir 076,L6,1024.9,Found,2001,20.732500,57.122000
Sayh al Uhaymir 070,L5/6,760.1,Found,2001,20.775170,57.281670
Sayh al Uhaymir 071,H5/6,931.9,Found,2001,20.819000,57.263670
Sayh al Uhaymir 089,L/LL3.6/3.7,2618,Found,2001,20.881670,57.200000
Sayh al Uhaymir 133,L5,853,Found,2001,20.998670,57.294670
Sayh al Uhaymir 078,L6,598.6,Found,2001,21.004000,57.318670
Sayh al Uhaymir 165,L5,457.15,Found,2001,21.020180,57.211470
Sayh al Uhaymir 166,H5,385.2,Found,2001,21.020630,57.213100
Sayh al Uhaymir 163,H5,1877.3,Found,2001,21.037030,57.326850
Sayh al Uhaymir 437,H~4,1358.1,Found,2001,21.089970,57.294920
Sayh al Uhaymir 436,H~5,808.1,Found,2001,21.098070,57.280430
Sayh al Uhaymir 140,L4/5,2517,Found,2001,21.207690,57.211360
Umm as Samim 001,H5,1847,Found,2001,21.318330,56.416670
Umm as Samim 003,H3.7,991,Found,2001,21.320000,56.416670
Umm as Samim 002,H5,1048,Found,2001,21.323330,56.421670
Sayh al Uhaymir 068,H5,1165,Found,2001,21.326670,57.178330
Dergaon,H5,12500,Fell,2001,26.683330,93.866670
Northwest Africa 465,H5,413.5,Found,2001,26.784000,-12.833500
Northwest Africa 458,L6,387,Found,2001,26.784000,-12.833500
Northwest Africa 456,H5/6,359,Found,2001,26.784000,-12.833500
Dar al Gani 898,H4,828,Found,2001,27.034500,16.142830
Dar al Gani 981,L5,931,Found,2001,27.209830,16.426500
Dar al Gani 872,Eucrite-mmict,885,Found,2001,27.219170,16.226330
Dar al Gani 1040,CV3,781,Found,2001,27.281330,16.408330
Aguemour 017,L6,1000,Found,2001,27.400000,4.350000
Acfer 353,Eucrite-cm,11935,Found,2001,27.489170,3.890000
Acfer 395,CR2,394,Found,2001,27.509170,3.887670
Acfer 394,CR2,364,Found,2001,27.518670,3.880330
Acfer 333,CO3,489,Found,2001,27.566670,4.066670
Acfer 329,L4/5,30000,Found,2001,27.583330,4.100000
Acfer 331,CM2,750,Found,2001,27.583330,4.016670
Acfer 330,L6,490,Found,2001,27.650000,4.033330
Acfer 347,L3,1165,Found,2001,27.683330,4.300000
Acfer 327,H5,745.22,Found,2001,27.733330,4.433330
Acfer 352,L5,873,Found,2001,27.766670,4.016670
Acfer 348,L5,8750,Found,2001,27.979330,4.278170
Northwest Africa 2259,H5,485,Found,2001,28.600000,-7.983330
Hammadah al Hamra 314,LL6,1470,Found,2001,28.654670,13.458830
Hammadah al Hamra 320,H6,7823,Found,2001,28.970670,12.206000
Ararki,L5,4460,Found,2001,29.060000,74.440000
Hammadah al Hamra 342,L5,482,Found,2001,29.142000,11.895830
Hammadah al Hamra 323,H4,358,Found,2001,29.182500,12.261830
Hammadah al Hamra 315,L6,609,Found,2001,29.270500,11.540000
Hammadah al Hamra 341,LL5,1530,Found,2001,29.310830,11.602500
Northwest Africa 841,L6,8012,Found,2001,30.192670,-9.036670
Northwest Africa 840,H5,2875,Found,2001,30.192670,-9.036670
Northwest Africa 850,H5,5300,Found,2001,30.406670,-5.892330
Northwest Africa 844,H3,629,Found,2001,30.808000,-5.855830
Northwest Africa 1580,L6,5700,Found,2001,31.333330,-4.000000
Northwest Africa 460,H6,655,Found,2001,31.368170,-4.016830
Northwest Africa 1581,L6,50200,Found,2001,31.383330,-4.250000
Northwest Africa 1579,L5,5200,Found,2001,31.500000,-4.850000
Northwest Africa 1578,L6,1549,Found,2001,31.600000,-4.383330
Beni M'hira,L6,19000,Fell,2001,32.866670,10.800000
Payson,L6,1728,Found,2001,34.233330,-111.400000
Arches,L5,534,Found,2001,38.688670,-109.585170
Bukhara,CV3,5300,Fell,2001,39.779780,64.600350
Diamond Valley,H5,440,Found,2001,40.081730,-115.936730
Bluewing 008,H5,451.7,Found,2001,40.279570,-118.946420
Horh Uul,Iron IIIAB,44000,Found,2001,43.250000,104.166670
Southampton,Pallasite,3580,Found,2001,44.506420,-81.372170
Verkhnyi Saltov,Iron IIIAB,9530,Found,2001,50.111120,36.800100
Thiel Mountains 99014,L5,371.3,Found,2000,-85.167820,-94.727880
Thiel Mountains 99018,H4,436.9,Found,2000,-85.165130,-94.846180
Thiel Mountains 99017,L4,1527.6,Found,2000,-85.163450,-94.856950
Thiel Mountains 99011,L5,473,Found,2000,-85.158520,-94.621250
Bates Nunataks 00304,L6,709,Found,2000,-80.250000,153.500000
Derrick Peak 00200,Iron IIAB,10000,Found,2000,-80.066670,156.383330
Derrick Peak 00201,Iron IIAB,2689.4,Found,2000,-80.066670,156.383330
Meteorite Hills 00400,Iron IIIAB,4583.8,Found,2000,-79.683330,155.750000
Meteorite Hills 00438,L6,3747.4,Found,2000,-79.683330,155.750000
Meteorite Hills 00437,L6,2685.3,Found,2000,-79.683330,155.750000
Meteorite Hills 00439,LL5,2601.9,Found,2000,-79.683330,155.750000
Meteorite Hills 00436,Diogenite,1765.6,Found,2000,-79.683330,155.750000
Meteorite Hills 00445,L5,1631.5,Found,2000,-79.683330,155.750000
Meteorite Hills 00440,L5,1624.7,Found,2000,-79.683330,155.750000
Meteorite Hills 00444,H6,1469.6,Found,2000,-79.683330,155.750000
Meteorite Hills 00441,L5,1299.6,Found,2000,-79.683330,155.750000
Meteorite Hills 00447,L5,1231.6,Found,2000,-79.683330,155.750000
Meteorite Hills 00449,LL6,1192.3,Found,2000,-79.683330,155.750000
Meteorite Hills 00446,L5,1181.3,Found,2000,-79.683330,155.750000
Meteorite Hills 00442,L4,1149.2,Found,2000,-79.683330,155.750000
Meteorite Hills 00448,L5,1148.7,Found,2000,-79.683330,155.750000
Meteorite Hills 00459,LL6,1118.7,Found,2000,-79.683330,155.750000
Meteorite Hills 00443,L5,872,Found,2000,-79.683330,155.750000
Meteorite Hills 00452,L(LL)3.05,774.9,Found,2000,-79.683330,159.750000
Meteorite Hills 00451,LL6,767.2,Found,2000,-79.683330,155.750000
Meteorite Hills 00457,LL6,709.4,Found,2000,-79.683330,155.750000
Meteorite Hills 00460,H5,700.5,Found,2000,-79.683330,159.750000
Meteorite Hills 00450,LL6,691.1,Found,2000,-79.683330,155.750000
Meteorite Hills 00458,LL6,687.5,Found,2000,-79.683330,155.750000
Meteorite Hills 00462,L5,590.7,Found,2000,-79.683330,155.750000
Meteorite Hills 00456,LL5,575.5,Found,2000,-79.683330,155.750000
Meteorite Hills 00461,L6,518,Found,2000,-79.683330,159.750000
Meteorite Hills 00465,L5,516.4,Found,2000,-79.683330,155.750000
Meteorite Hills 00455,L5,489,Found,2000,-79.683330,159.750000
Meteorite Hills 00454,LL6,487,Found,2000,-79.683330,155.750000
Meteorite Hills 00477,LL6,474.2,Found,2000,-79.683330,155.750000
Meteorite Hills 00470,LL6,456.2,Found,2000,-79.683330,155.750000
Meteorite Hills 00476,L5,433.3,Found,2000,-79.683330,155.750000
Meteorite Hills 00467,L5,422.5,Found,2000,-79.683330,155.750000
Meteorite Hills 00464,LL6,418.9,Found,2000,-79.683330,155.750000
Meteorite Hills 00463,L6,369.9,Found,2000,-79.683330,155.750000
Meteorite Hills 00475,LL6,367.8,Found,2000,-79.683330,155.750000
Meteorite Hills 00471,L5,367.1,Found,2000,-79.683330,155.750000
Meteorite Hills 00468,L5,361.7,Found,2000,-79.683330,155.750000
Meteorite Hills 00472,L6,348.3,Found,2000,-79.683330,155.750000
Grove Mountains 99001,L3,428.9,Found,2000,-73.083330,75.200000
Yamato 000593,Martian (nakhlite),13713,Found,2000,-71.500000,35.666670
Yamato 000749,Martian (nakhlite),1283,Found,2000,-71.500000,35.666670
Guanaco,Iron IIG,13100,Found,2000,-25.100000,-69.533330
Salar de Imilac,H5,1005,Found,2000,-24.203330,-68.805000
Pampa (g),L5,2900,Found,2000,-23.183330,-70.433330
Pampa (f),L4/5,1300,Found,2000,-23.183330,-70.433330
Yafa,H5,5700,Fell,2000,13.711110,45.170000
Dhofar 331,H5,946,Found,2000,18.141670,54.086670
Dhofar 021,H5/6,2534,Found,2000,18.153330,54.178330
Dhofar 496,L4,354,Found,2000,18.155000,54.111670
Dhofar 017,H4,1736,Found,2000,18.160000,54.138330
Dhofar 005,L6,125500,Found,2000,18.166670,54.166670
Dhofar 113,L6,356,Found,2000,18.191500,54.112500
Dhofar 014,LL7,414,Found,2000,18.243330,54.141670
Dhofar 770,H5/6,376,Found,2000,18.245000,54.409120
Dhofar 291,L5,1164,Found,2000,18.248330,54.103330
Dhofar 221,L5,3536,Found,2000,18.251670,54.198330
Dhofar 271,H4,1335,Found,2000,18.265000,54.045000
Dhofar 753,H3/4,550,Found,2000,18.265850,54.321070
Dhofar 223,H4,1708,Found,2000,18.266670,54.096670
Dhofar 332,H5,794,Found,2000,18.268330,54.121670
Dhofar 746,H6,969,Found,2000,18.275620,54.321820
Dhofar 505,L5,375,Found,2000,18.298330,54.193330
Dhofar 018,Howardite,833,Found,2000,18.301670,54.153330
Dhofar 837,Ureilite,900.1,Found,2000,18.305830,54.149670
Dhofar 138,L6,5640,Found,2000,18.311330,54.369330
Dhofar 019,Martian (shergottite),1056,Found,2000,18.315000,54.148330
Dhofar 755,L6,547,Found,2000,18.316670,54.235780
Dhofar 148,L6,5432,Found,2000,18.321670,54.481000
Dhofar 267,H5,1910,Found,2000,18.326670,54.218330
Dhofar 135,H4,1495,Found,2000,18.332330,54.261500
Dhofar 541,H4,1233.3,Found,2000,18.334330,54.180670
Dhofar 513,H5,434,Found,2000,18.335000,54.200000
Dhofar 140,L5,3170,Found,2000,18.335830,54.512000
Dhofar 322,H5,658,Found,2000,18.336670,54.221670
Dhofar 139,L6,1815,Found,2000,18.337670,54.452170
Dhofar 146,L6,8795,Found,2000,18.343670,54.415670
Dhofar 836,Ureilite,995,Found,2000,18.348670,54.214000
Dhofar 012,L4,4472,Found,2000,18.358330,54.233330
Dhofar 013,H4,1070,Found,2000,18.366670,54.236670
Dhofar 333,L6,410,Found,2000,18.375000,54.138330
Dhofar 142,L4,1835,Found,2000,18.382330,54.236170
Dhofar 025,Lunar (anorth),751,Found,2000,18.403330,54.151670
Dhofar 145,H5,666,Found,2000,18.404000,54.241500
Dhofar 143,H5,1785,Found,2000,18.412000,54.167830
Dhofar 782,L6,708,Found,2000,18.412120,54.628930
Shişr 006,L3.9,432,Found,2000,18.415000,53.988330
Dhofar 144,H5,630,Found,2000,18.415330,54.182330
Dhofar 756,H5,362,Found,2000,18.421120,54.588530
Dhofar 239,H4,4950,Found,2000,18.423500,54.480000
Jiddat Arkad 002,H3-5,581,Found,2000,18.425400,56.822620
Dhofar 359,H5-6,569,Found,2000,18.430850,54.456380
Dhofar 110,H6,1287,Found,2000,18.436830,54.454830
Shişr 175,L~5,852,Found,2000,18.547170,53.938100
Dhofar 371,H4,852,Found,2000,18.547980,54.676920
Dhofar 319,H5,416,Found,2000,18.570000,54.286670
Dhofar 781,H5,1200,Found,2000,18.571350,54.714780
Dhofar 115,H4,487,Found,2000,18.608330,54.551670
Dhofar 783,H6,426,Found,2000,18.620470,54.715450
Dhofar 356,H6,1372,Found,2000,18.637680,54.731320
Dhofar 355,H6,641,Found,2000,18.637750,54.730050
Dhofar 373,H6,383,Found,2000,18.652120,54.745580
Dhofar 354,H6,810,Found,2000,18.659170,54.729600
Dhofar 353,H5/6,666,Found,2000,18.667600,54.604920
Dhofar 193,H4,582,Found,2000,18.686670,54.418330
Dhofar 222,L5,5680,Found,2000,18.693330,54.370000
Dhofar 117,H5,385,Found,2000,18.701170,54.196830
Dhofar 374,H6,424,Found,2000,18.701820,54.792280
Shalim 002,L6,1248,Found,2000,18.707280,55.721350
Dhofar 498,H5,476,Found,2000,18.723330,54.865000
Dhofar 752,L6,444,Found,2000,18.727430,54.767050
Jiddat Arkad 001,L6,672,Found,2000,18.728780,56.387320
Dhofar 759,H4/5,441,Found,2000,18.731270,54.820030
Dhofar 109,L6,2209,Found,2000,18.738500,54.478170
Dhofar 118,H6,598,Found,2000,18.738500,54.267830
Dhofar 116,L5,403,Found,2000,18.743500,54.579500
Dhofar 217,L6,602,Found,2000,18.746670,54.565000
Dhofar 748,H6,1030,Found,2000,18.771520,54.716380
Dhofar 1040,H5,361,Found,2000,18.786400,54.629550
Dhofar 747,L3,1555,Found,2000,18.795650,54.739530
Dhofar 750,L6,742,Found,2000,18.837830,54.671170
Dhofar 183,L5,1606.3,Found,2000,18.847220,54.473060
Dhofar 754,H4,538,Found,2000,18.853670,54.647050
Dhofar 757,H5,471,Found,2000,18.853830,54.647000
Dhofar 1071,L6,4180,Found,2000,18.853950,54.647430
Dhofar 1072,LL6,680.5,Found,2000,18.858070,54.643300
Dhofar 187,L5,3049.2,Found,2000,18.859720,54.470560
Dhofar 212,H3.9,1456,Found,2000,18.860000,54.831670
Dhofar 185,L6,516.2,Found,2000,18.872220,54.478610
Dhofar 1065,H5,753,Found,2000,18.873730,54.586050
Dhofar 108,L4/5,913,Found,2000,18.874000,54.268170
Dhofar 119,L5,586,Found,2000,18.876330,54.476000
Dhofar 749,LL6,1730,Found,2000,18.877300,54.780350
Dhofar 745,H4,3600,Found,2000,18.886370,54.654520
Dhofar 751,H6,1155,Found,2000,18.892130,54.712850
Dhofar 329,H6,475,Found,2000,18.918330,54.578330
Dhofar 720,H4,392,Found,2000,18.945000,54.895000
Dhofar 784,H5,590,Found,2000,18.954720,54.804680
Dhofar 497,L4,710,Found,2000,18.966670,54.641670
Dhofar 335,L6,555,Found,2000,18.973330,54.688330
Dhofar 328,LL5,536,Found,2000,18.980000,54.405000
Dhofar 122,L6,1556,Found,2000,18.985500,54.624670
Dhofar 125,Acapulcoite,2697,Found,2000,18.986670,54.600500
Dhofar 366,H4,450,Found,2000,18.999680,54.911480
Dhofar 235,LL5,394,Found,2000,19.005000,54.550000
Dhofar 379,L6,25000,Found,2000,19.008400,54.769130
Dhofar 123,H6,1159,Found,2000,19.014500,54.604330
Dhofar 164,H6,911,Found,2000,19.027500,54.680830
Dhofar 361,H3,1715,Found,2000,19.032720,54.857480
Dhofar 020,H4/5,256000,Found,2000,19.033330,54.516670
Dhofar 326,H5,618,Found,2000,19.033330,54.515000
Dhofar 362,H5,615,Found,2000,19.034520,54.846020
Dhofar 375,LL4-6,6933,Found,2000,19.038220,54.794230
Dhofar 269,H5,2006,Found,2000,19.038330,54.515000
Dhofar 360,LL3-6,15300,Found,2000,19.040020,54.783830
Dhofar 168,LL3/4,1452,Found,2000,19.040560,54.581670
Dhofar 134,H6,868,Found,2000,19.049000,54.583000
Dhofar 334,H3.9,973,Found,2000,19.056670,54.698330
Dhofar 229,H6,716,Found,2000,19.056670,54.575000
Dhofar 167,H6,3636,Found,2000,19.058890,54.615000
Jiddat al Harasis 066,L6,810,Found,2000,19.080450,55.320720
Dhofar 772,L6,9187,Found,2000,19.085500,54.762430
Dhofar 157,H5,5300,Found,2000,19.088330,54.792670
Dhofar 365,H5,4623,Found,2000,19.091380,54.794830
Dhofar 376,L6,370,Found,2000,19.091870,54.795950
Dhofar 153,H6,1025,Found,2000,19.110670,54.816330
Dhofar 152,H6,554,Found,2000,19.110830,54.810170
Dhofar 154,H5,1045,Found,2000,19.117500,54.826830
Dhofar 155,L6,552,Found,2000,19.127500,54.775330
Dhofar 162,L6,1967,Found,2000,19.129440,54.368610
Dhofar 131,H5/6,9680,Found,2000,19.136000,54.822670
Dhofar 156,L5,1780,Found,2000,19.146500,54.647830
Dhofar 132,Ureilite,5010,Found,2000,19.150000,54.580670
Dhofar 106,H6,725,Found,2000,19.173000,54.757830
Dhofar 521,L4,386,Found,2000,19.173330,54.870000
Jiddat al Harasis 026,L3.1,565,Found,2000,19.228330,55.180000
Dhofar 150,H4,356,Found,2000,19.246330,54.706670
Jiddat al Harasis 027,L6,810,Found,2000,19.250000,56.158330
Jiddat al Harasis 065,L6,1253,Found,2000,19.252070,56.363670
Dhofar 160,H3,653.8,Found,2000,19.258890,54.838330
Jiddat al Harasis 021,H5,1400,Found,2000,19.270000,56.093330
Jiddat al Harasis 067,L6,557,Found,2000,19.270820,56.697130
Dhofar 161,L4,2506.1,Found,2000,19.271390,54.847220
Dhofar 127,H4,1349,Found,2000,19.291330,54.834500
Dhofar 129,L6,1240,Found,2000,19.295830,54.731830
Dhofar 200,H4,1816,Found,2000,19.303330,54.598330
Dhofar 296,L5,1412,Found,2000,19.328330,54.700000
Dhofar 526,L6,346,Found,2000,19.338330,54.676670
Dhofar 292,H6,804,Found,2000,19.368330,54.680000
Dhofar 202,H4-5,1178.1,Found,2000,19.416670,54.756670
Jiddat al Harasis 022,L5,654,Found,2000,19.430000,56.983330
Jiddat al Harasis 025,H5,388,Found,2000,19.431670,56.898330
Jiddat al Harasis 024,L5,832,Found,2000,19.436670,56.826670
Jiddat al Harasis 028,H4,1060,Found,2000,19.621670,55.408330
Jiddat al Harasis 064,L6,1140,Found,2000,19.636230,55.643930
Jiddat al Harasis 068,H6,686,Found,2000,19.653770,55.804580
Dhofar 780,H5/6,1856,Found,2000,19.721370,54.678970
Jiddat al Harasis 062,L6,903,Found,2000,19.755850,56.667020
Jiddat al Harasis 063,H5,444,Found,2000,19.761400,56.644580
Jiddat al Harasis 060,L3,840,Found,2000,19.762700,56.688030
Jiddat al Harasis 058,L6,4180,Found,2000,19.806180,56.687070
Jiddat al Harasis 020,L6,1961,Found,2000,19.831390,56.085920
Jiddat al Harasis 059,H6,884,Found,2000,19.938400,56.789020
Sayh al Uhaymir 067,L5-6,2866,Found,2000,20.043330,57.278330
Sayh al Uhaymir 087,H5,1736,Found,2000,20.320000,57.231670
Sayh al Uhaymir 061,L6,900,Found,2000,20.506670,56.655000
Sayh al Uhaymir 001,L5,450000,Found,2000,20.516670,56.666670
Sayh al Uhaymir 066,LL5,4670,Found,2000,20.531670,56.676670
Sayh al Uhaymir 036,H5,714,Found,2000,20.665830,57.186330
Sayh al Uhaymir 035,H5,6760,Found,2000,20.673670,57.180000
Sayh al Uhaymir 086,L5,710,Found,2000,20.710000,57.021670
Sayh al Uhaymir 042,L6,945.2,Found,2000,20.723060,57.125280
Tafassasset,CR-an,114000,Found,2000,20.763330,10.441670
Sayh al Uhaymir 046,H5,882.1,Found,2000,20.823330,57.085280
Sayh al Uhaymir 051,Martian (shergottite),436,Found,2000,20.974000,57.320830
Sayh al Uhaymir 049,H5,389,Found,2000,20.980670,57.302170
Sayh al Uhaymir 033,H6,1868,Found,2000,20.996670,57.291170
Sayh al Uhaymir 052,H5,399,Found,2000,21.011000,57.320670
Sayh al Uhaymir 083,LL6,455,Found,2000,21.051830,57.269670
Sayh al Uhaymir 080,H6,441,Found,2000,21.051830,57.269670
Sayh al Uhaymir 081,L4,385,Found,2000,21.051830,57.269670
Sayh al Uhaymir 101,L6,1704,Found,2000,21.053030,57.262720
Sayh al Uhaymir 039,L6,1516,Found,2000,21.056940,57.276390
Sayh al Uhaymir 029,H5,878,Found,2000,21.084830,57.055170
Sayh al Uhaymir 098,H5,2342,Found,2000,21.144930,56.805870
Sayh al Uhaymir 091,LL5,676,Found,2000,21.166670,56.666670
Khatiyah,H5,1500,Found,2000,25.433330,50.783330
Great Sand Sea 020,H,5420,Found,2000,26.016670,25.733330
Smara,Eucrite-pmict,12870,Found,2000,26.683330,-11.733330
Northwest Africa 773,Lunar (norite),633,Found,2000,26.766670,-12.816670
Dar al Gani 812,H5,2022,Found,2000,26.958670,16.455500
Dar al Gani 927,H6,367,Found,2000,26.983330,16.583330
Dar al Gani 821,H4/5,1103,Found,2000,26.995330,16.446830
Dar al Gani 819,L4/5,688,Found,2000,26.995330,16.446830
Dar al Gani 999,Ureilite-pmict,2106,Found,2000,27.025830,16.365830
Dar al Gani 930,H5,560,Found,2000,27.033330,16.433330
Dar al Gani 935,H5,376,Found,2000,27.133330,16.016670
Dar al Gani 936,H3-5,522,Found,2000,27.216670,16.116670
Dar al Gani 915,Howardite,740,Found,2000,27.350000,16.183330
Dar al Gani 939,L6,367,Found,2000,27.383330,16.050000
Northwest Africa 836,L5,3660,Found,2000,27.388330,-9.017330
Northwest Africa 838,L6,660,Found,2000,27.388330,-9.017330
Northwest Africa 837,H4,382,Found,2000,27.388330,-9.017330
Dar al Gani 947,LL6,436,Found,2000,27.446830,16.319330
Dar al Gani 979,L6,2483,Found,2000,27.450170,16.186670
Dar al Gani 948,L6,1032,Found,2000,27.687170,15.977170
Dar al Gani 820,L6,560,Found,2000,27.771170,15.932330
Dar al Gani 951,L5,1080,Found,2000,27.901670,15.863500
Jalu,L6,150000,Found,2000,27.958330,21.683330
Northwest Africa 848,L6,4508,Found,2000,28.000830,-9.270000
Northwest Africa 768,H4,1708,Found,2000,28.000830,-9.270000
Northwest Africa 835,H6,1104,Found,2000,28.000830,-9.270000
Hammadah al Hamra 301,H5,972,Found,2000,28.388000,13.208170
Hammadah al Hamra 267,L6,983,Found,2000,28.438000,12.829330
Hammadah al Hamra 282,LL6,424,Found,2000,28.439170,12.886170
Hammadah al Hamra 261,Eucrite,1078,Found,2000,28.455000,12.850830
Hammadah al Hamra 262,Eucrite,377,Found,2000,28.455170,12.868170
Hammadah al Hamra 277,LL6,436,Found,2000,28.457830,12.864330
Hammadah al Hamra 280,CK4,26500,Found,2000,28.470170,12.972000
Hammadah al Hamra 266,L5,3263,Found,2000,28.478830,12.863670
Hammadah al Hamra 281,CK4,3598,Found,2000,28.492500,13.213000
Hammadah al Hamra 302,L6,1514,Found,2000,28.536830,13.312000
Hammadah al Hamra 303,H5,1016,Found,2000,28.540830,13.399170
Hammadah al Hamra 304,H5,615,Found,2000,28.682670,13.102170
Hammadah al Hamra 306,H4/5,378,Found,2000,28.698500,13.041170
Hammadah al Hamra 293,L6,382,Found,2000,28.783330,12.533330
Hammadah al Hamra 287,LL6,620,Found,2000,28.990250,12.938580
Hammadah al Hamra 344,H~6,2318.4,Found,2000,28.990650,12.979850
Hammadah al Hamra 307,H5,533,Found,2000,28.995330,12.983170
Hammadah al Hamra 295,H5,466,Found,2000,29.016670,12.366670
Hammadah al Hamra 292,H4,3570,Found,2000,29.021000,10.537830
Hammadah al Hamra 285,Howardite,1236,Found,2000,29.038570,13.207120
Hammadah al Hamra 286,Eucrite,612,Found,2000,29.055680,13.119370
Hammadah al Hamra 296,H5/6,27064,Found,2000,29.100000,12.316670
Hammadah al Hamra 294,L6,3710,Found,2000,29.100000,12.316670
Hammadah al Hamra 309,H6,716,Found,2000,29.144000,13.086500
Hammadah al Hamra 297,H4,786,Found,2000,29.166670,12.316670
Igdi,Eucrite-mmict,1470,Found,2000,29.233330,-8.366670
Hammadah al Hamra 312,L6,882,Found,2000,29.288670,13.498500
Hammadah al Hamra 310,H6,1265,Found,2000,29.446330,13.204000
Daraj 146,H5,4553,Found,2000,29.627780,11.702500
Daraj 145,H6,3354,Found,2000,29.645280,11.664720
Northwest Africa 723,CV3,395,Found,2000,29.883330,-5.500000
Hammadah al Hamra 299,H6,656,Found,2000,29.891500,12.186170
Northwest Africa 162,H4,818,Found,2000,29.916670,-5.583330
El Gouanem,Ureilite,2100,Found,2000,30.100000,-6.850000
Hammadah al Hamra 300,L6,893,Found,2000,30.119830,12.113500
Northwest Africa 740,H5,1000,Found,2000,30.250000,-4.416670
Northwest Africa 741,H6,989,Found,2000,30.250000,-4.416670
Northwest Africa 828,H3.0-3.4,738,Found,2000,30.300000,-5.916670
Northwest Africa 767,L4,5146,Found,2000,30.635830,-5.088330
Northwest Africa 2234,Ureilite,422,Found,2000,30.916670,-4.900000
Northwest Africa 540,H6,3540,Found,2000,31.100000,-5.183330
Northwest Africa 539,LL3.5,2020,Found,2000,31.100000,-5.183330
Kharga,Iron IVA,1040,Found,2000,31.132500,25.047170
Northwest Africa 722,L-imp melt,1280,Found,2000,31.150000,-4.250000
Northwest Africa 765,CK4/5,767,Found,2000,31.566670,-4.516670
Northwest Africa 769,Eucrite,712,Found,2000,31.702500,-4.968330
Agoudal,Iron IIAB,100000,Found,2000,31.984570,-5.515280
Northwest Africa 477,H5,1194,Found,2000,32.033330,-4.176670
Northwest Africa 478,L4,724,Found,2000,32.036670,-4.195000
Statesboro,L5,2158.26,Found,2000,32.437500,-81.916670
Mohawk,Iron IAB complex,586,Found,2000,32.730000,-113.710000
Cargo Muchacho Mountains,CO3,2860,Found,2000,32.917450,-114.767183
Gila Bend,L5,3700,Found,2000,33.033330,-112.616670
Spade,H6,8860,Found,2000,34.001110,-102.128330
Danby Dry Lake,H6,8991,Found,2000,34.216667,-115.050000
Golden Mile,H4,378.8,Found,2000,35.890000,-114.166670
Hartsel,H4,490,Found,2000,38.833330,-105.800000
Milton,Pallasite ungrouped,2040,Found,2000,40.287500,-95.376670
Fukang,Pallasite PMG,1.003e+06,Found,2000,44.433330,87.633330
Jarud Qi,L5,452,Found,2000,44.616670,120.933330
Morávka,H5,633,Fell,2000,49.600000,18.533330
Dronino,Iron ungrouped,40000,Found,2000,54.746670,41.421670
Tagish Lake,C2-ung,10000,Fell,2000,59.704440,-134.201390
Queen Alexandra Range 99001,Iron,22000,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99017,H5,4999,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99003,H5,3492.1,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99002,H6,2749.6,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99004,H5,2369.4,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99008,H5,2228.5,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99016,LL5,2166.4,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99024,H6,2074,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99012,H4,2016.8,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99023,H5,1933,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99009,H5,1814.3,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99015,H5,1460.4,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99011,H4,1451.9,Found,1999,-84.000000,168.000000
Queen Alexandra Range 99010,H5,1293.4,Found,1999,-84.000000,168.000000
